E_c,E_p
4.814,5.552
4.737,5.630
4.661,5.706
4.586,5.781
4.512,5.855
4.439,5.928
4.368,6.000
4.298,6.070
4.230,6.139
4.162,6.206
4.097,6.272
4.032,6.336
3.970,6.399
3.908,6.461
3.849,6.520
3.790,6.579
3.734,6.636
3.679,6.691
3.625,6.744
3.574,6.796
3.524,6.846
3.475,6.895
3.429,6.941
3.383,6.987
3.340,7.030
3.298,7.072
3.258,7.112
3.220,7.150
3.184,7.187
3.149,7.222
3.116,7.255
3.084,7.286
3.054,7.316
3.026,7.345
2.999,7.371
2.974,7.396
2.951,7.420
2.929,7.442
2.908,7.462
2.890,7.481
2.872,7.498
2.856,7.514
2.842,7.529
2.829,7.542
2.817,7.554
2.806,7.564
2.797,7.573
2.790,7.581
2.783,7.588
2.778,7.593
2.774,7.597
2.771,7.600
2.769,7.601
2.769,7.602
2.769,7.601
2.771,7.599
2.775,7.596
2.779,7.592
2.785,7.586
2.792,7.579
2.800,7.571
2.809,7.561
2.820,7.551
2.832,7.539
2.846,7.525
2.860,7.510
2.877,7.494
2.895,7.476
2.914,7.457
2.935,7.436
2.957,7.414
2.981,7.390
3.007,7.364
3.034,7.337
3.062,7.308
3.093,7.278
3.125,7.246
3.159,7.212
3.194,7.177
3.231,7.140
3.270,7.101
3.311,7.060
3.353,7.018
3.397,6.974
3.443,6.928
3.490,6.881
3.540,6.832
3.590,6.781
3.643,6.729
3.697,6.675
3.753,6.619
3.810,6.562
3.869,6.503
3.930,6.443
3.992,6.381
4.056,6.317
4.121,6.252
4.187,6.186
4.255,6.118
4.325,6.048
4.396,5.978
4.468,5.906
4.542,5.832
4.616,5.758
4.692,5.682
4.770,5.605
4.848,5.527
4.927,5.448
5.008,5.368
5.090,5.286
5.172,5.204
5.256,5.121
5.340,5.037
5.425,4.952
5.511,4.867
5.598,4.780
5.685,4.693
5.773,4.606
5.862,4.517
5.951,4.429
6.041,4.340
6.131,4.250
6.221,4.160
6.312,4.070
6.403,3.979
6.494,3.889
6.585,3.798
6.677,3.707
6.768,3.616
6.860,3.525
6.951,3.434
7.043,3.343
7.134,3.253
7.225,3.163
7.315,3.073
7.406,2.983
7.496,2.894
7.585,2.805
7.674,2.717
7.762,2.629
7.850,2.542
7.937,2.456
8.024,2.370
8.109,2.285
8.194,2.201
8.278,2.118
8.361,2.036
8.443,1.955
8.524,1.875
8.604,1.796
8.682,1.718
8.760,1.641
8.836,1.566
8.911,1.492
8.985,1.419
9.057,1.348
9.128,1.278
9.197,1.209
9.265,1.142
9.332,1.077
9.397,1.013
9.460,0.951
9.521,0.890
9.581,0.831
9.639,0.774
9.695,0.719
9.750,0.666
9.802,0.614
9.853,0.564
9.902,0.517
9.949,0.471
9.994,0.427
10.037,0.385
10.077,0.345
10.116,0.308
10.153,0.272
10.188,0.239
10.220,0.207
10.250,0.178
10.279,0.151
10.305,0.126
10.328,0.103
10.350,0.083
10.369,0.065
10.387,0.049
10.401,0.035
10.414,0.023
10.424,0.014
10.432,0.007
10.438,0.003
10.442,0.000
10.443,0.000
10.442,0.002
10.439,0.007
10.433,0.014
10.425,0.023
10.415,0.034
10.402,0.048
10.388,0.064
10.371,0.082
10.351,0.102
10.330,0.125
10.306,0.149
10.280,0.176
10.252,0.206
10.222,0.237
10.190,0.271
10.155,0.306
10.119,0.344
10.080,0.384
10.039,0.426
9.996,0.469
9.951,0.515
9.905,0.563
9.856,0.613
9.805,0.665
9.753,0.718
9.698,0.774
9.642,0.831
9.584,0.890
9.524,0.951
9.462,1.014
9.399,1.078
9.334,1.144
9.268,1.211
9.200,1.280
9.130,1.350
9.059,1.422
8.987,1.496
8.913,1.570
8.838,1.646
8.762,1.724
8.684,1.802
8.605,1.882
8.525,1.963
8.444,2.045
8.362,2.128
8.279,2.212
8.195,2.297
8.110,2.382
8.024,2.469
7.937,2.556
7.850,2.644
7.762,2.733
7.673,2.823
7.584,2.912
7.494,3.003
7.404,3.094
7.313,3.185
7.223,3.277
7.131,3.368
7.040,3.461
6.948,3.553
6.856,3.645
6.765,3.738
6.673,3.830
6.581,3.922
6.489,4.015
6.398,4.107
6.306,4.199
6.215,4.290
6.124,4.381
6.034,4.472
5.944,4.563
5.855,4.652
5.766,4.742
5.677,4.831
5.590,4.919
5.503,5.006
5.416,5.093
5.331,5.179
5.246,5.264
5.162,5.348
5.080,5.431
4.998,5.513
4.917,5.594
4.837,5.674
4.759,5.753
4.681,5.831
4.605,5.907
4.530,5.983
4.456,6.056
4.384,6.129
4.313,6.200
4.243,6.270
4.175,6.339
4.108,6.406
4.043,6.471
3.979,6.535
3.917,6.597
3.856,6.658
3.797,6.717
3.740,6.775
3.684,6.831
3.630,6.885
3.578,6.937
3.527,6.988
3.478,7.037
3.431,7.085
3.385,7.130
3.341,7.174
3.299,7.216
3.259,7.257
3.220,7.295
3.183,7.332
3.148,7.368
3.114,7.401
3.083,7.433
3.052,7.463
3.024,7.492
2.997,7.518
2.972,7.544
2.949,7.567
2.927,7.589
2.906,7.609
2.887,7.628
2.870,7.646
2.854,7.662
2.840,7.676
2.827,7.689
2.815,7.701
2.805,7.711
2.796,7.720
2.788,7.728
2.782,7.734
2.777,7.739
2.773,7.743
2.770,7.745
2.769,7.747
2.769,7.747
2.770,7.746
2.772,7.743
2.776,7.740
2.781,7.735
2.787,7.729
2.794,7.722
2.803,7.713
2.813,7.703
2.824,7.692
2.837,7.679
2.851,7.665
2.866,7.649
2.883,7.632
2.902,7.614
2.922,7.594
2.944,7.572
2.967,7.549
2.992,7.524
3.018,7.498
3.046,7.469
3.076,7.440
3.108,7.408
3.141,7.375
3.176,7.340
3.213,7.303
3.251,7.265
3.291,7.225
3.333,7.183
3.377,7.139
3.422,7.094
3.470,7.047
3.518,6.998
3.569,6.948
3.621,6.895
3.675,6.841
3.731,6.786
3.789,6.729
3.848,6.670
3.908,6.609
3.971,6.547
4.034,6.483
4.100,6.418
4.167,6.351
4.235,6.283
4.305,6.213
4.377,6.142
4.449,6.070
4.523,5.996
4.599,5.920
4.676,5.844
4.753,5.766
4.833,5.687
4.913,5.607
4.994,5.526
5.077,5.444
5.160,5.361
5.245,5.277
5.330,5.192
5.417,5.106
5.504,5.019
5.592,4.931
5.680,4.843
5.770,4.754
5.860,4.665
5.950,4.575
6.041,4.484
6.133,4.393
6.225,4.301
6.317,4.209
6.410,4.117
6.503,4.025
6.596,3.932
6.689,3.840
6.782,3.747
6.876,3.654
6.969,3.562
7.062,3.469
7.155,3.376
7.248,3.284
7.341,3.192
7.433,3.101
7.525,3.009
7.617,2.918
7.708,2.828
7.798,2.738
7.888,2.649
7.977,2.561
8.066,2.473
8.154,2.386
8.241,2.300
8.327,2.214
8.412,2.130
8.496,2.046
8.580,1.964
8.662,1.883
8.743,1.803
8.823,1.724
8.901,1.646
8.979,1.569
9.055,1.494
9.129,1.421
9.203,1.348
9.274,1.278
9.345,1.208
9.413,1.140
9.480,1.074
9.546,1.010
9.610,0.947
9.672,0.886
9.732,0.827
9.791,0.769
9.848,0.713
9.902,0.660
9.955,0.608
10.006,0.558
10.055,0.510
10.103,0.464
10.148,0.420
10.191,0.378
10.231,0.338
10.270,0.300
10.307,0.265
10.341,0.231
10.374,0.200
10.404,0.171
10.432,0.144
10.458,0.120
10.481,0.098
10.502,0.077
10.521,0.060
10.538,0.044
10.552,0.031
10.564,0.020
10.574,0.012
10.581,0.005
10.586,0.002
10.589,0.000
10.589,0.001
10.587,0.004
10.583,0.009
10.577,0.017
10.568,0.027
10.556,0.040
10.543,0.054
10.527,0.071
10.509,0.091
10.488,0.112
10.466,0.136
10.441,0.162
10.413,0.191
10.384,0.221
10.352,0.254
10.319,0.289
10.283,0.326
10.244,0.365
10.204,0.407
10.162,0.450
10.117,0.496
10.071,0.543
10.022,0.593
9.972,0.644
9.919,0.698
9.865,0.753
9.809,0.811
9.751,0.870
9.691,0.931
9.629,0.993
9.566,1.058
9.501,1.124
9.434,1.191
9.366,1.261
9.296,1.332
9.224,1.404
9.151,1.478
9.077,1.553
9.001,1.630
8.924,1.708
8.846,1.787
8.766,1.868
8.685,1.950
8.603,2.033
8.520,2.117
8.436,2.202
8.351,2.288
8.264,2.375
8.177,2.462
8.090,2.551
8.001,2.640
7.912,2.730
7.822,2.821
7.731,2.913
7.640,3.004
7.548,3.097
7.456,3.190
7.364,3.283
7.271,3.376
7.178,3.470
7.084,3.564
6.991,3.658
6.897,3.753
6.803,3.847
6.710,3.941
6.616,4.035
6.523,4.129
6.429,4.223
6.336,4.317
6.244,4.410
6.151,4.503
6.059,4.595
5.968,4.687
5.876,4.779
5.786,4.870
5.696,4.960
5.607,5.049
5.518,5.138
5.431,5.226
5.344,5.314
5.258,5.400
5.173,5.485
5.089,5.570
5.006,5.653
4.924,5.735
4.843,5.817
4.763,5.896
4.685,5.975
4.607,6.053
4.531,6.129
4.457,6.204
4.384,6.277
4.312,6.349
4.241,6.420
4.172,6.489
4.105,6.557
4.039,6.623
3.974,6.687
3.912,6.750
3.851,6.812
3.791,6.871
3.733,6.929
3.677,6.986
3.623,7.040
3.570,7.093
3.519,7.144
3.470,7.193
3.422,7.241
3.376,7.287
3.332,7.331
3.290,7.373
3.250,7.413
3.211,7.452
3.174,7.489
3.139,7.524
3.106,7.558
3.074,7.589
3.044,7.619
3.016,7.648
2.989,7.674
2.965,7.699
2.941,7.722
2.920,7.744
2.900,7.764
2.881,7.783
2.864,7.800
2.849,7.815
2.835,7.829
2.822,7.842
2.811,7.853
2.801,7.863
2.792,7.871
2.785,7.878
2.779,7.884
2.775,7.889
2.772,7.892
2.770,7.894
2.769,7.895
2.769,7.895
2.771,7.893
2.774,7.890
2.778,7.886
2.784,7.880
2.790,7.873
2.799,7.865
2.808,7.856
2.819,7.845
2.831,7.833
2.845,7.819
2.860,7.804
2.876,7.787
2.895,7.769
2.914,7.750
2.936,7.728
2.958,7.705
2.983,7.681
3.009,7.655
3.037,7.627
3.066,7.597
3.098,7.566
3.131,7.533
3.166,7.498
3.202,7.462
3.240,7.424
3.281,7.384
3.322,7.342
3.366,7.298
3.412,7.253
3.459,7.206
3.508,7.157
3.559,7.106
3.611,7.053
3.666,6.999
3.722,6.943
3.779,6.886
3.839,6.826
3.900,6.765
3.963,6.703
4.027,6.639
4.093,6.573
4.161,6.505
4.230,6.436
4.300,6.366
4.373,6.294
4.446,6.221
4.521,6.146
4.597,6.070
4.675,5.993
4.754,5.914
4.834,5.834
4.915,5.753
4.998,5.671
5.082,5.587
5.166,5.503
5.252,5.417
5.339,5.331
5.426,5.244
5.515,5.156
5.604,5.067
5.694,4.977
5.785,4.887
5.877,4.796
5.969,4.704
6.061,4.612
6.155,4.519
6.248,4.426
6.342,4.332
6.437,4.239
6.531,4.144
6.626,4.050
6.721,3.956
6.816,3.861
6.911,3.766
7.007,3.672
7.102,3.577
7.197,3.483
7.292,3.389
7.386,3.295
7.480,3.201
7.574,3.108
7.668,3.015
7.761,2.923
7.854,2.831
7.946,2.740
8.037,2.649
8.128,2.559
8.217,2.470
8.306,2.382
8.395,2.295
8.482,2.208
8.568,2.123
8.654,2.038
8.738,1.955
8.821,1.872
8.903,1.791
8.984,1.712
9.063,1.633
9.141,1.556
9.218,1.480
9.293,1.406
9.367,1.333
9.440,1.262
9.510,1.192
9.579,1.124
9.647,1.057
9.713,0.992
9.777,0.929
9.839,0.868
9.900,0.809
9.958,0.751
10.015,0.695
10.070,0.642
10.123,0.590
10.174,0.540
10.223,0.492
10.269,0.447
10.314,0.403
10.357,0.361
10.397,0.322
10.435,0.285
10.472,0.250
10.506,0.217
10.537,0.187
10.567,0.158
10.594,0.132
10.619,0.109
10.641,0.087
10.662,0.068
10.679,0.051
10.695,0.037
10.708,0.025
10.719,0.015
10.728,0.008
10.734,0.003
10.738,0.000
10.739,0.000
10.738,0.002
10.735,0.007
10.729,0.014
10.721,0.023
10.710,0.035
10.697,0.049
10.682,0.065
10.665,0.084
10.645,0.105
10.622,0.129
10.598,0.154
10.571,0.182
10.542,0.212
10.511,0.245
10.477,0.280
10.441,0.317
10.403,0.356
10.363,0.397
10.321,0.441
10.276,0.486
10.230,0.534
10.181,0.584
10.131,0.635
10.078,0.689
10.023,0.745
9.967,0.802
9.908,0.862
9.848,0.923
9.786,0.986
9.722,1.051
9.656,1.118
9.589,1.187
9.520,1.257
9.449,1.328
9.377,1.401
9.303,1.476
9.228,1.552
9.151,1.630
9.073,1.709
8.993,1.790
8.913,1.871
8.831,1.954
8.748,2.038
8.663,2.123
8.578,2.210
8.491,2.297
8.404,2.385
8.316,2.474
8.226,2.564
8.136,2.655
8.045,2.747
7.954,2.839
7.862,2.932
7.769,3.026
7.676,3.120
7.582,3.214
7.488,3.309
7.393,3.404
7.298,3.500
7.203,3.596
7.108,3.692
7.012,3.788
6.917,3.884
6.821,3.980
6.726,4.076
6.630,4.172
6.535,4.268
6.440,4.363
6.345,4.458
6.251,4.553
6.157,4.648
6.063,4.742
5.970,4.835
5.878,4.928
5.786,5.021
5.695,5.112
5.604,5.203
5.514,5.293
5.426,5.383
5.338,5.471
5.250,5.558
5.164,5.645
5.079,5.730
4.995,5.815
4.912,5.898
4.830,5.980
4.750,6.061
4.671,6.140
4.593,6.219
4.516,6.295
4.441,6.371
4.367,6.445
4.294,6.518
4.224,6.589
4.154,6.658
4.086,6.726
4.020,6.793
3.956,6.857
3.893,6.921
3.831,6.982
3.772,7.042
3.714,7.100
3.658,7.156
3.603,7.211
3.551,7.263
3.500,7.314
3.451,7.363
3.403,7.411
3.358,7.456
3.314,7.500
3.272,7.542
3.232,7.582
3.194,7.620
3.158,7.657
3.123,7.691
3.090,7.724
3.059,7.755
3.030,7.785
3.002,7.812
2.976,7.838
2.952,7.863
2.929,7.885
2.908,7.906
2.889,7.926
2.871,7.943
2.855,7.960
2.840,7.975
2.827,7.988
2.815,8.000
2.804,8.010
2.795,8.019
2.788,8.027
2.781,8.033
2.776,8.038
2.773,8.042
2.770,8.045
2.769,8.046
2.769,8.046
2.770,8.044
2.773,8.042
2.777,8.038
2.782,8.033
2.789,8.026
2.796,8.018
2.806,8.009
2.816,7.998
2.828,7.986
2.842,7.973
2.857,7.958
2.873,7.941
2.891,7.923
2.911,7.904
2.932,7.883
2.955,7.860
2.979,7.835
3.006,7.809
3.034,7.781
3.063,7.752
3.095,7.720
3.128,7.687
3.163,7.652
3.200,7.615
3.238,7.577
3.279,7.536
3.321,7.494
3.365,7.450
3.411,7.404
3.459,7.357
3.508,7.307
3.559,7.256
3.613,7.203
3.668,7.148
3.724,7.092
3.783,7.033
3.843,6.973
3.905,6.911
3.968,6.848
4.034,6.783
4.101,6.716
4.169,6.648
4.239,6.578
4.311,6.506
4.384,6.433
4.459,6.359
4.535,6.283
4.612,6.206
4.691,6.127
4.771,6.047
4.853,5.966
4.936,5.884
5.020,5.800
5.105,5.715
5.191,5.629
5.278,5.542
5.366,5.455
5.455,5.366
5.545,5.276
5.636,5.186
5.728,5.094
5.821,5.002
5.914,4.909
6.008,4.816
6.102,4.722
6.197,4.628
6.292,4.533
6.388,4.438
6.484,4.342
6.581,4.246
6.677,4.150
6.774,4.054
6.871,3.957
6.968,3.861
7.065,3.764
7.162,3.668
7.259,3.572
7.356,3.475
7.453,3.380
7.549,3.284
7.645,3.189
7.740,3.094
7.835,3.000
7.930,2.906
8.024,2.813
8.117,2.720
8.210,2.629
8.301,2.538
8.392,2.447
8.483,2.358
8.572,2.270
8.660,2.182
8.747,2.096
8.833,2.011
8.919,1.926
9.002,1.843
9.085,1.762
9.166,1.681
9.246,1.602
9.325,1.525
9.402,1.449
9.477,1.374
9.552,1.301
9.624,1.230
9.695,1.160
9.764,1.092
9.832,1.025
9.897,0.960
9.961,0.898
10.023,0.837
10.083,0.777
10.142,0.720
10.198,0.665
10.252,0.612
10.305,0.561
10.355,0.512
10.403,0.464
10.449,0.420
10.493,0.377
10.535,0.336
10.574,0.298
10.612,0.262
10.647,0.228
10.679,0.196
10.710,0.167
10.738,0.140
10.764,0.115
10.787,0.093
10.809,0.073
10.827,0.056
10.844,0.040
10.858,0.028
10.869,0.017
10.878,0.009
10.885,0.004
10.889,0.001
10.891,0.000
10.891,0.002
10.888,0.006
10.882,0.013
10.875,0.022
10.864,0.033
10.852,0.047
10.837,0.063
10.819,0.082
10.799,0.103
10.777,0.126
10.753,0.152
10.726,0.180
10.697,0.210
10.665,0.243
10.631,0.278
10.595,0.315
10.557,0.355
10.516,0.397
10.473,0.441
10.429,0.487
10.381,0.535
10.332,0.585
10.281,0.638
10.228,0.692
10.172,0.748
10.115,0.807
10.056,0.867
9.995,0.929
9.932,0.993
9.867,1.059
9.800,1.127
9.732,1.196
9.662,1.268
9.590,1.340
9.517,1.415
9.442,1.491
9.365,1.568
9.287,1.647
9.208,1.727
9.127,1.809
9.045,1.892
8.961,1.977
8.877,2.062
8.791,2.149
8.704,2.237
8.616,2.325
8.527,2.415
8.437,2.506
8.346,2.598
8.255,2.690
8.162,2.783
8.069,2.877
7.975,2.972
7.881,3.067
7.785,3.163
7.690,3.259
7.594,3.356
7.498,3.453
7.401,3.551
7.304,3.648
7.207,3.746
7.109,3.844
7.012,3.942
6.914,4.040
6.817,4.138
6.720,4.236
6.623,4.334
6.526,4.431
6.429,4.528
6.333,4.625
6.237,4.722
6.141,4.818
6.046,4.913
5.952,5.008
5.858,5.102
5.765,5.196
5.672,5.289
5.581,5.381
5.490,5.472
5.400,5.562
5.311,5.652
5.223,5.740
5.136,5.827
5.050,5.914
4.965,5.999
4.882,6.082
4.799,6.165
4.718,6.246
4.639,6.326
4.560,6.405
4.483,6.482
4.408,6.558
4.334,6.632
4.261,6.705
4.190,6.776
4.121,6.846
4.053,6.914
3.987,6.980
3.922,7.045
3.859,7.108
3.798,7.169
3.739,7.228
3.682,7.286
3.626,7.342
3.572,7.396
3.520,7.448
3.469,7.498
3.421,7.547
3.374,7.594
3.330,7.638
3.287,7.681
3.246,7.723
3.206,7.762
3.169,7.799
3.133,7.835
3.100,7.869
3.068,7.901
3.038,7.931
3.009,7.959
2.983,7.986
2.958,8.011
2.934,8.034
2.913,8.056
2.893,8.075
2.875,8.094
2.858,8.111
2.843,8.126
2.829,8.139
2.817,8.152
2.806,8.162
2.797,8.172
2.789,8.180
2.782,8.186
2.777,8.192
2.773,8.196
2.770,8.198
2.769,8.200
2.769,8.200
2.770,8.198
2.773,8.196
2.777,8.192
2.782,8.187
2.788,8.180
2.796,8.172
2.805,8.163
2.816,8.152
2.828,8.140
2.842,8.127
2.857,8.111
2.874,8.095
2.892,8.077
2.912,8.057
2.933,8.035
2.957,8.012
2.981,7.987
3.008,7.961
3.036,7.932
3.067,7.902
3.098,7.870
3.132,7.837
3.168,7.801
3.205,7.764
3.244,7.724
3.286,7.683
3.329,7.640
3.373,7.596
3.420,7.549
3.469,7.500
3.519,7.450
3.572,7.398
3.626,7.344
3.682,7.288
3.739,7.230
3.799,7.171
3.860,7.110
3.923,7.047
3.988,6.982
4.055,6.916
4.123,6.848
4.193,6.778
4.264,6.707
4.337,6.634
4.412,6.559
4.488,6.483
4.566,6.406
4.645,6.327
4.725,6.247
4.807,6.166
4.890,6.083
4.974,5.999
5.060,5.914
5.147,5.827
5.235,5.740
5.323,5.651
5.413,5.561
5.504,5.471
5.596,5.379
5.689,5.287
5.783,5.194
5.877,5.100
5.972,5.006
6.067,4.910
6.164,4.815
6.261,4.718
6.358,4.621
6.455,4.524
6.554,4.427
6.652,4.329
6.751,4.231
6.849,4.133
6.948,4.034
7.047,3.936
7.146,3.838
7.245,3.739
7.344,3.641
7.443,3.543
7.541,3.445
7.639,3.348
7.737,3.251
7.834,3.154
7.931,3.058
8.028,2.962
8.124,2.867
8.219,2.773
8.313,2.679
8.407,2.586
8.500,2.494
8.592,2.403
8.683,2.313
8.773,2.224
8.862,2.136
8.949,2.049
9.036,1.963
9.122,1.879
9.206,1.795
9.289,1.714
9.370,1.633
9.450,1.554
9.529,1.476
9.606,1.400
9.682,1.326
9.755,1.253
9.828,1.182
9.898,1.112
9.967,1.044
10.034,0.978
10.099,0.914
10.163,0.852
10.224,0.792
10.283,0.734
10.341,0.677
10.396,0.623
10.449,0.571
10.501,0.521
10.550,0.473
10.597,0.427
10.641,0.384
10.684,0.342
10.724,0.303
10.762,0.266
10.798,0.232
10.831,0.200
10.862,0.170
10.891,0.142
10.917,0.117
10.941,0.095
10.963,0.074
10.982,0.056
10.998,0.041
11.013,0.028
11.024,0.017
11.034,0.009
11.040,0.004
11.045,0.001
11.047,0.000
11.046,0.002
11.043,0.006
11.037,0.013
11.029,0.022
11.019,0.034
11.006,0.048
10.991,0.065
10.973,0.084
10.953,0.105
10.930,0.129
10.905,0.156
10.877,0.184
10.847,0.215
10.815,0.249
10.781,0.285
10.744,0.323
10.705,0.363
10.663,0.405
10.620,0.450
10.574,0.497
10.526,0.547
10.475,0.598
10.423,0.651
10.369,0.707
10.312,0.765
10.254,0.824
10.193,0.886
10.131,0.949
10.067,1.015
10.000,1.082
9.932,1.151
9.863,1.222
9.791,1.294
9.718,1.369
9.643,1.445
9.566,1.522
9.488,1.601
9.409,1.682
9.328,1.764
9.245,1.847
9.162,1.932
9.076,2.018
8.990,2.105
8.903,2.194
8.814,2.283
8.724,2.374
8.633,2.465
8.542,2.558
8.449,2.652
8.355,2.746
8.261,2.841
8.166,2.937
8.070,3.034
7.974,3.131
7.877,3.228
7.779,3.327
7.681,3.425
7.583,3.524
7.484,3.624
7.386,3.723
7.286,3.823
7.187,3.923
7.088,4.023
6.988,4.123
6.889,4.223
6.790,4.323
6.691,4.422
6.592,4.522
6.493,4.621
6.395,4.719
6.297,4.818
6.200,4.916
6.103,5.013
6.007,5.110
5.911,5.206
5.816,5.301
5.722,5.396
5.628,5.490
5.536,5.583
5.444,5.675
5.353,5.766
5.264,5.856
5.175,5.945
5.088,6.033
5.001,6.120
4.916,6.205
4.832,6.289
4.750,6.372
4.668,6.454
4.588,6.534
4.510,6.612
4.433,6.690
4.358,6.765
4.284,6.839
4.211,6.912
4.141,6.983
4.072,7.052
4.004,7.119
3.939,7.185
3.875,7.249
3.813,7.312
3.752,7.372
3.694,7.431
3.637,7.488
3.582,7.543
3.529,7.596
3.478,7.647
3.429,7.696
3.381,7.744
3.336,7.789
3.292,7.833
3.250,7.875
3.211,7.915
3.173,7.953
3.137,7.989
3.102,8.023
3.070,8.055
3.039,8.086
3.011,8.115
2.984,8.142
2.958,8.167
2.935,8.190
2.913,8.212
2.893,8.232
2.875,8.251
2.858,8.268
2.842,8.283
2.829,8.297
2.816,8.309
2.805,8.320
2.796,8.329
2.788,8.337
2.782,8.344
2.776,8.349
2.773,8.353
2.770,8.355
2.769,8.357
2.769,8.356
2.770,8.355
2.773,8.352
2.777,8.348
2.783,8.343
2.790,8.336
2.798,8.328
2.808,8.318
2.819,8.307
2.831,8.294
2.845,8.280
2.861,8.265
2.878,8.247
2.897,8.229
2.917,8.208
2.940,8.186
2.964,8.162
2.989,8.136
3.017,8.109
3.046,8.080
3.077,8.049
3.110,8.016
3.144,7.981
3.181,7.945
3.219,7.906
3.260,7.866
3.302,7.824
3.346,7.780
3.392,7.734
3.440,7.686
3.490,7.636
3.542,7.584
3.596,7.531
3.651,7.475
3.709,7.418
3.768,7.359
3.829,7.298
3.892,7.235
3.957,7.171
4.023,7.104
4.091,7.036
4.161,6.967
4.233,6.895
4.306,6.822
4.381,6.748
4.457,6.671
4.535,6.594
4.614,6.514
4.695,6.434
4.778,6.352
4.861,6.268
4.946,6.184
5.033,6.098
5.120,6.011
5.209,5.922
5.299,5.833
5.390,5.742
5.481,5.651
5.574,5.558
5.668,5.465
5.763,5.370
5.859,5.275
5.955,5.179
6.052,5.083
6.150,4.985
6.248,4.888
6.347,4.789
6.446,4.690
6.546,4.591
6.646,4.492
6.746,4.392
6.847,4.292
6.948,4.192
7.049,4.091
7.150,3.991
7.251,3.891
7.351,3.790
7.452,3.690
7.553,3.590
7.653,3.491
7.753,3.391
7.853,3.293
7.952,3.194
8.051,3.096
8.149,2.999
8.246,2.902
8.343,2.806
8.439,2.711
8.535,2.616
8.629,2.523
8.723,2.430
8.815,2.338
8.907,2.247
8.997,2.158
9.087,2.069
9.175,1.982
9.262,1.896
9.347,1.812
9.432,1.728
9.514,1.647
9.596,1.566
9.676,1.487
9.754,1.410
9.831,1.335
9.906,1.261
9.979,1.188
10.050,1.118
10.120,1.049
10.188,0.982
10.254,0.918
10.318,0.855
10.380,0.794
10.440,0.735
10.498,0.678
10.554,0.623
10.608,0.570
10.660,0.520
10.710,0.471
10.757,0.425
10.802,0.381
10.845,0.340
10.885,0.300
10.924,0.263
10.960,0.229
10.993,0.196
11.024,0.166
11.053,0.139
11.079,0.114
11.103,0.091
11.124,0.071
11.143,0.054
11.160,0.038
11.173,0.026
11.185,0.016
11.194,0.008
11.200,0.003
11.204,0.000
11.205,0.000
11.204,0.003
11.200,0.008
11.194,0.015
11.185,0.025
11.174,0.038
11.160,0.053
11.144,0.070
11.125,0.090
11.104,0.113
11.080,0.138
11.054,0.165
11.025,0.195
10.994,0.227
10.961,0.262
10.925,0.299
10.887,0.338
10.847,0.380
10.804,0.424
10.759,0.470
10.711,0.519
10.662,0.570
10.610,0.623
10.556,0.678
10.500,0.735
10.442,0.794
10.382,0.855
10.320,0.919
10.256,0.984
10.190,1.051
10.122,1.120
10.052,1.191
9.980,1.264
9.907,1.338
9.832,1.414
9.755,1.492
9.677,1.571
9.597,1.652
9.515,1.735
9.432,1.819
9.348,1.904
9.262,1.991
9.175,2.079
9.087,2.168
8.997,2.259
8.906,2.350
8.814,2.443
8.722,2.537
8.628,2.632
8.533,2.727
8.437,2.824
8.341,2.921
8.244,3.019
8.146,3.117
8.048,3.217
7.949,3.317
7.849,3.417
7.749,3.518
7.649,3.619
7.548,3.720
7.447,3.822
7.346,3.923
7.245,4.025
7.143,4.127
7.042,4.229
6.941,4.331
6.840,4.433
6.739,4.534
6.638,4.636
6.537,4.737
6.437,4.837
6.338,4.937
6.238,5.037
6.140,5.136
6.042,5.235
5.944,5.333
5.848,5.430
5.752,5.526
5.657,5.622
5.563,5.716
5.469,5.810
5.377,5.902
5.286,5.994
5.196,6.084
5.107,6.174
5.019,6.262
4.932,6.349
4.847,6.434
4.763,6.518
4.681,6.601
4.600,6.682
4.520,6.762
4.442,6.841
4.366,6.917
4.291,6.992
4.217,7.066
4.146,7.138
4.076,7.208
4.008,7.276
3.941,7.343
3.876,7.408
3.814,7.471
3.753,7.532
3.693,7.591
3.636,7.648
3.581,7.704
3.527,7.758
3.475,7.809
3.426,7.859
3.378,7.907
3.332,7.953
3.288,7.997
3.246,8.039
3.206,8.079
3.168,8.117
3.132,8.153
3.098,8.188
3.065,8.220
3.035,8.251
3.006,8.279
2.979,8.306
2.954,8.332
2.930,8.355
2.909,8.377
2.889,8.397
2.871,8.415
2.854,8.432
2.839,8.447
2.825,8.460
2.813,8.472
2.803,8.483
2.794,8.492
2.786,8.499
2.780,8.506
2.775,8.510
2.772,8.514
2.769,8.516
2.769,8.517
2.769,8.516
2.771,8.514
2.775,8.511
2.779,8.506
2.785,8.500
2.793,8.493
2.802,8.484
2.812,8.474
2.824,8.462
2.837,8.448
2.852,8.433
2.869,8.417
2.887,8.399
2.907,8.379
2.928,8.358
2.951,8.334
2.976,8.309
3.003,8.283
3.032,8.254
3.062,8.224
3.094,8.191
3.129,8.157
3.165,8.121
3.203,8.083
3.243,8.043
3.285,8.001
3.328,7.958
3.374,7.912
3.422,7.864
3.472,7.814
3.523,7.763
3.577,7.709
3.632,7.654
3.690,7.597
3.749,7.538
3.810,7.476
3.873,7.414
3.938,7.349
4.005,7.282
4.074,7.214
4.144,7.144
4.216,7.072
4.289,6.999
4.365,6.923
